|FPs| = 2893
830, 468, 662, 801, 47 : 126
468, 830, 801, 47 : 129
830, 801, 47 : 139
830, 662, 801, 47 : 133
662, 801, 47 : 155
468, 47 : 182
468, 662, 47 : 132
468, 830, 662, 47 : 130
468, 830, 47 : 163
662, 47 : 183
830, 662, 47 : 142
830, 47 : 228
428 : 511
562, 428 : 103
428, 355 : 107
830, 428 : 113
428, 530 : 119
764 : 511
664, 764 : 111
677 : 513
677, 172 : 108
146, 677 : 111
677, 369 : 112
693, 677 : 141
76 : 513
76, 938 : 116
76, 530 : 126
693, 76 : 129
218, 76 : 141
776, 76 : 155
830, 76 : 163
842 : 515
842, 71 : 100
842, 898 : 101
842, 162 : 105
842, 527 : 109
842, 355 : 110
842, 511 : 110
33, 842 : 112
33, 842, 73 : 100
33, 842, 990 : 100
402, 842 : 118
842, 369 : 152
842, 73 : 167
842, 73, 990 : 102
842, 260 : 171
842, 260, 990 : 162
842, 990 : 182
950 : 519
950, 530 : 126
950, 723 : 146
950, 439 : 146
950, 439, 723 : 103
297 : 521
693, 297 : 101
615, 297 : 102
473, 297 : 115
830, 297 : 121
420, 297 : 132
659 : 525
659, 796 : 100
830, 659 : 104
439, 659 : 105
659, 598 : 111
659, 369 : 180
172 : 525
530, 172 : 109
56, 172 : 115
284, 172 : 126
693, 172 : 129
369, 172 : 135
523, 172 : 181
243 : 527
243, 72 : 100
243, 511 : 102
243, 767 : 110
243, 938 : 124
243, 530 : 128
599 : 530
599, 369 : 105
599, 363 : 115
439, 599 : 126
967, 599 : 132
218, 599 : 137
228 : 531
228, 796 : 102
218, 228 : 103
228, 549 : 103
562, 228 : 109
228, 896 : 116
228, 178 : 138
260 : 535
71, 260 : 104
9, 260 : 107
511, 260 : 108
73, 260 : 112
33, 260 : 114
33, 260, 990 : 102
260, 141 : 124
402, 260 : 127
260, 527 : 151
990, 260, 527 : 102
260, 990 : 193
208 : 535
511, 208 : 102
495, 208 : 102
577, 208 : 108
208, 369 : 112
886 : 538
886, 369 : 107
886, 830 : 121
70 : 538
70, 363 : 103
693, 70 : 115
70, 767 : 119
70, 369 : 132
70, 141 : 201
983 : 541
363, 983 : 103
957, 983 : 106
830, 983 : 110
721, 983 : 114
33, 983 : 116
767, 983 : 135
478 : 544
478, 947 : 118
478, 439, 947 : 100
478, 369 : 123
478, 439 : 145
793 : 544
280, 793 : 100
478, 793 : 108
947, 793 : 114
439, 793 : 135
793, 369 : 152
295 : 547
295, 162 : 100
295, 530 : 107
295, 176 : 107
295, 369 : 110
295, 884 : 111
295, 759 : 121
295, 280 : 131
295, 632 : 142
789 : 548
789, 615 : 100
789, 721 : 102
789, 176 : 104
789, 530 : 105
789, 938 : 105
789, 957 : 106
810, 789 : 106
789, 511 : 114
562, 789 : 115
789, 280 : 119
184, 789 : 119
789, 683 : 127
789, 369 : 127
654 : 549
654, 369 : 103
237, 654 : 107
654, 530 : 112
523, 654 : 120
654, 723 : 161
527 : 549
527, 884 : 102
73, 527 : 115
402, 73, 527 : 100
402, 73, 527, 990 : 100
73, 527, 990 : 101
33, 73, 527 : 101
33, 73, 527, 990 : 100
402, 527 : 116
402, 527, 990 : 100
402, 33, 527 : 100
527, 990 : 120
33, 527, 990 : 102
562, 527 : 124
562, 218, 527 : 104
33, 527 : 124
420, 527 : 126
218, 527 : 168
197 : 554
197, 723 : 117
197, 577 : 121
197, 530 : 172
810 : 557
184, 810 : 100
810, 855 : 100
810, 530 : 105
863, 810 : 106
810, 830 : 107
810, 683 : 125
562, 810 : 127
810, 369 : 134
607 : 562
184, 607 : 100
511, 607 : 109
199, 607 : 112
957, 607 : 113
767, 607 : 122
369, 607 : 134
218, 607 : 142
113 : 563
113, 511 : 106
113, 369 : 114
113, 141 : 122
113, 530 : 124
830, 113 : 139
218, 113 : 175
783 : 566
783, 767 : 101
783, 146 : 102
783, 511 : 105
830, 783 : 113
783, 369 : 120
783, 206 : 127
577 : 567
577, 205 : 101
577, 420 : 104
577, 369 : 106
577, 280 : 112
577, 530 : 120
577, 378 : 128
577, 277 : 128
577, 723, 277 : 115
577, 723 : 154
119 : 570
119, 55 : 100
119, 541 : 121
119, 511 : 125
119, 896 : 129
119, 530 : 191
948 : 572
948, 44 : 107
915, 948 : 108
549, 948 : 108
378, 948 : 111
52, 948 : 114
948, 369 : 120
948, 32 : 158
957, 948 : 173
759 : 574
830, 759 : 103
218, 759 : 114
759, 355 : 122
693, 759 : 143
759, 369 : 162
473 : 575
473, 451 : 102
473, 490 : 105
473, 615 : 118
473, 598 : 120
473, 205 : 124
473, 495 : 126
473, 420 : 150
779 : 579
199, 779 : 100
779, 369 : 115
779, 990 : 117
779, 44 : 119
309, 779 : 127
511, 779 : 133
779, 530 : 143
218, 779 : 185
549 : 581
549, 490 : 102
549, 52 : 103
549, 284 : 105
439, 549 : 108
218, 549 : 115
549, 957 : 120
830, 549 : 125
549, 767 : 138
549, 280 : 152
281 : 583
887, 281 : 102
723, 281 : 103
439, 281 : 104
369, 281 : 109
938, 281 : 153
898 : 584
402, 898 : 100
898, 767 : 100
830, 898 : 101
898, 887 : 103
898, 71 : 103
898, 530 : 108
898, 355 : 112
898, 990 : 114
898, 369 : 119
511, 898 : 121
898, 420 : 128
898, 141 : 138
945 : 585
830, 945 : 100
945, 799 : 103
73, 945 : 107
39, 945 : 108
420, 945 : 120
790, 945 : 122
218, 945 : 126
957, 945 : 156
945, 530 : 180
378 : 588
378, 280 : 110
378, 52 : 110
205, 378 : 117
378, 723 : 118
378, 530 : 134
922 : 589
922, 664 : 112
922, 461 : 113
922, 471 : 118
922, 796, 471 : 102
922, 957 : 132
922, 721 : 134
922, 796 : 142
922, 693 : 163
707 : 590
707, 511 : 103
707, 776 : 107
707, 884 : 109
707, 530 : 119
707, 369 : 142
855 : 591
490, 855 : 101
664, 855 : 115
530, 855 : 116
369, 855 : 118
683, 855 : 144
695 : 594
277, 695 : 100
693, 695 : 103
530, 695 : 103
598, 695 : 104
71, 695 : 104
468, 695 : 104
511, 695 : 118
176, 695 : 120
141, 695 : 121
9, 695 : 126
355, 695 : 130
420, 695 : 130
32 : 597
162, 32 : 100
863, 32 : 114
915, 32 : 117
662, 32 : 119
363, 32 : 119
284, 32 : 122
723, 32 : 123
218, 32 : 125
350, 32 : 129
957, 32 : 151
121 : 602
776, 121 : 101
56, 121 : 103
121, 530 : 105
363, 121 : 107
439, 121 : 126
218, 121 : 128
539, 121 : 128
121, 767 : 143
121, 369 : 147
13 : 602
683, 13 : 104
723, 13 : 105
884, 13 : 107
830, 13 : 110
767, 13 : 121
363, 13 : 127
369, 13 : 134
218, 13 : 151
887 : 608
896, 887 : 111
915, 887 : 114
887, 920 : 114
830, 887 : 127
887, 355 : 132
420, 887 : 133
887, 530 : 145
863, 887 : 151
747 : 609
938, 747 : 105
632, 747 : 116
747, 884 : 133
747, 369 : 137
22 : 609
693, 22 : 101
776, 22 : 106
218, 22 : 107
947, 22 : 116
22, 280 : 119
22, 767 : 128
22, 284 : 131
22, 957 : 144
22, 369 : 154
562, 22 : 165
920 : 612
920, 355 : 101
218, 920 : 103
562, 920 : 105
957, 920 : 113
920, 141 : 114
530, 920 : 174
676 : 618
676, 355 : 108
830, 676 : 128
676, 369 : 128
676, 530 : 136
218, 676 : 143
676, 461 : 145
420, 676, 461 : 106
420, 676 : 158
799 : 619
721, 799 : 105
830, 799 : 106
420, 799 : 111
39, 799 : 112
541, 799 : 113
530, 799 : 114
55, 799 : 116
218, 799 : 122
495, 799 : 123
798, 799 : 123
44, 799 : 127
111, 799 : 153
369, 111, 799 : 105
178, 799 : 167
863, 799 : 181
369, 799 : 196
351 : 633
351, 541 : 100
218, 351 : 102
351, 206 : 104
351, 798 : 115
351, 369 : 122
351, 723 : 126
309 : 634
957, 309 : 100
218, 309 : 115
309, 369 : 195
52 : 634
915, 52 : 102
511, 52 : 106
363, 52 : 108
52, 44 : 123
280, 52 : 124
52, 369 : 138
957, 52 : 149
523 : 638
523, 884 : 106
56, 523 : 110
218, 523 : 121
664, 523 : 127
523, 530 : 138
523, 369 : 143
523, 938 : 158
693, 523 : 192
162 : 641
162, 355 : 100
162, 990 : 100
350, 162 : 101
111, 162 : 103
938, 162 : 104
662, 162 : 106
511, 162 : 108
71, 162 : 111
218, 162 : 114
796, 162 : 117
957, 162 : 135
162, 369 : 145
9, 162 : 155
162, 141 : 158
39 : 642
790, 39 : 100
146, 39 : 101
39, 369 : 106
420, 39 : 135
830, 39 : 157
39, 530 : 157
55 : 644
830, 55 : 100
915, 55 : 100
511, 55 : 101
468, 55 : 102
363, 55 : 103
111, 55 : 121
798, 111, 55 : 100
111, 55, 369 : 104
44, 111, 55, 369 : 100
55, 369, 111, 44, 541 : 100
541, 111, 55, 369 : 101
541, 111, 55 : 106
44, 111, 55 : 106
44, 541, 111, 55 : 104
495, 55 : 126
495, 541, 55 : 100
896, 55 : 132
541, 55 : 138
541, 798, 55 : 104
541, 55, 369 : 111
541, 44, 55, 369 : 102
541, 44, 55 : 114
44, 55 : 148
798, 44, 55 : 102
44, 55, 369 : 108
798, 55 : 165
798, 55, 369 : 108
55, 369 : 195
801 : 646
801, 355 : 112
801, 206 : 114
439, 801 : 117
218, 801 : 128
801, 369 : 130
468, 801 : 156
468, 830, 801 : 136
468, 830, 662, 801 : 131
468, 662, 801 : 139
957, 801 : 171
830, 801 : 225
830, 662, 801 : 146
662, 801 : 226
73 : 650
178, 73 : 100
693, 73 : 104
73, 280 : 105
73, 141 : 106
218, 73 : 112
439, 73 : 118
73, 990 : 133
402, 73, 990 : 103
402, 33, 73, 990 : 100
33, 73, 990 : 105
73, 530 : 141
402, 73 : 142
402, 33, 73 : 103
73, 369 : 145
33, 73 : 159
350 : 653
205, 350 : 100
350, 369 : 102
350, 530 : 103
683, 350 : 104
74, 350 : 135
468, 350 : 137
957, 350 : 148
218, 350 : 178
152 : 656
74, 152 : 102
152, 284 : 105
152, 796 : 106
152, 511 : 112
218, 152 : 118
685, 152 : 122
693, 152 : 139
152, 369 : 151
237, 152 : 156
152, 382 : 161
152, 530 : 166
541 : 657
363, 541 : 102
439, 541 : 113
957, 541 : 117
420, 541 : 118
530, 541 : 127
495, 541 : 130
495, 44, 541 : 105
111, 541 : 131
798, 111, 541 : 106
798, 111, 541, 369 : 100
44, 798, 111, 541 : 102
111, 541, 369 : 111
44, 111, 541, 369 : 106
44, 111, 541 : 112
798, 541 : 136
44, 798, 541 : 107
798, 541, 369 : 110
44, 541 : 148
44, 541, 369 : 112
693, 541 : 152
541, 369 : 199
990 : 660
947, 990 : 109
967, 990 : 110
280, 990 : 111
662, 990 : 113
530, 990 : 115
141, 990 : 119
71, 990 : 120
723, 990 : 126
402, 990 : 133
402, 33, 990 : 101
33, 990 : 137
355, 990 : 139
369, 990 : 152
511, 990 : 188
199 : 660
199, 481 : 102
184, 199 : 110
199, 767 : 119
218, 199 : 155
199, 530 : 172
71 : 663
44, 71 : 106
683, 71 : 107
776, 71 : 109
280, 71 : 116
9, 71 : 116
530, 71 : 117
71, 355 : 140
511, 71 : 145
111 : 664
439, 111 : 101
111, 938 : 102
111, 116 : 104
420, 111 : 112
218, 111 : 113
830, 111 : 115
495, 111 : 134
111, 44 : 138
798, 111, 44 : 105
111, 44, 369 : 115
798, 111 : 143
798, 111, 369 : 106
284, 111 : 144
683, 111 : 147
896, 111 : 154
111, 369 : 240
632 : 667
632, 141 : 101
632, 884 : 105
830, 632 : 108
146, 632 : 115
767, 632 : 119
632, 176 : 123
280, 632 : 124
218, 632 : 130
632, 369 : 134
230, 632 : 139
753 : 667
562, 753 : 101
753, 355 : 103
753, 615 : 113
753, 72 : 114
753, 767 : 125
753, 511 : 137
753, 530 : 159
753, 369 : 180
753, 280 : 211
33 : 671
33, 237 : 100
33, 369 : 102
33, 915 : 117
33, 723 : 120
33, 280 : 123
33, 218 : 128
33, 402 : 137
33, 721 : 159
790 : 675
790, 72 : 101
790, 796 : 109
790, 420 : 110
830, 790 : 116
790, 683 : 116
790, 355 : 121
790, 723 : 123
790, 284 : 128
790, 889 : 145
790, 530 : 174
439, 790 : 175
468 : 676
468, 74 : 100
468, 9 : 100
468, 796 : 101
468, 141 : 106
468, 511 : 125
468, 363 : 125
468, 355 : 129
468, 915 : 135
468, 776 : 136
468, 218 : 147
468, 662 : 161
468, 830, 662 : 142
468, 830 : 258
481 : 676
481, 511 : 107
863, 481 : 108
481, 723 : 109
830, 481 : 121
481, 767 : 123
481, 146 : 124
481, 369 : 130
481, 355 : 134
481, 919 : 141
218, 481 : 142
481, 280 : 161
402 : 678
402, 683 : 109
402, 369 : 111
402, 685 : 115
402, 218 : 128
451 : 687
511, 451 : 100
693, 451 : 101
723, 451 : 102
967, 451 : 108
830, 451 : 109
615, 451 : 115
205, 451 : 116
767, 451 : 118
206, 451 : 129
420, 451 : 140
369, 451 : 145
284, 451 : 145
539 : 698
693, 539 : 118
957, 539 : 118
615, 539 : 119
539, 461 : 119
439, 539 : 134
539, 767 : 137
539, 369 : 152
539, 530 : 178
116 : 699
683, 116 : 104
116, 355 : 107
562, 116 : 107
598, 116 : 111
284, 116 : 112
116, 369 : 112
280, 116 : 113
830, 116 : 115
957, 116 : 119
511, 116 : 123
863, 116 : 135
116, 767 : 152
947 : 700
947, 461 : 108
947, 896 : 108
562, 947 : 116
947, 355 : 117
947, 420 : 120
947, 767 : 129
218, 947 : 135
947, 369 : 160
947, 280, 369 : 100
439, 947 : 168
947, 530 : 173
947, 280 : 225
889 : 707
530, 889 : 102
280, 889 : 104
218, 889 : 112
723, 889 : 121
369, 889 : 128
683, 889 : 129
237, 889 : 150
237, 240, 889 : 111
240, 889 : 154
830, 889 : 155
662 : 709
662, 776 : 100
662, 723 : 108
662, 461 : 110
662, 957 : 119
662, 280 : 122
218, 662 : 125
662, 369 : 134
830, 662 : 245
277 : 716
957, 277 : 104
218, 277 : 109
277, 369 : 113
420, 277 : 120
562, 277 : 126
830, 277 : 127
205, 277 : 152
530, 277 : 159
723, 277 : 202
471 : 720
957, 471 : 105
284, 471 : 113
721, 471 : 116
369, 471 : 122
919, 471 : 123
530, 471 : 125
664, 471 : 128
461, 471 : 136
796, 471 : 187
56 : 727
56, 830 : 100
56, 218 : 103
56, 511 : 104
56, 938 : 106
56, 776 : 112
56, 957 : 118
56, 562 : 135
56, 369 : 147
56, 284 : 153
56, 363 : 179
56, 767 : 207
44 : 730
44, 355 : 109
44, 767 : 114
439, 44 : 118
44, 530 : 121
615, 44 : 129
967, 44 : 132
511, 44 : 140
798, 44 : 187
798, 44, 369 : 111
495, 44 : 195
44, 369 : 217
240 : 732
511, 240 : 105
420, 240 : 109
284, 240 : 110
240, 530 : 115
240, 938 : 120
218, 240 : 123
240, 369 : 126
9, 240 : 126
957, 240 : 128
240, 176 : 136
237, 240 : 138
723, 240 : 145
796, 240 : 156
439, 240 : 174
542 : 734
530, 542 : 103
218, 542 : 103
542, 369 : 106
798, 542 : 106
938, 542 : 110
767, 542 : 119
896, 542 : 120
74, 542 : 125
830, 542 : 126
439, 542 : 133
957, 542 : 140
72 : 746
562, 72 : 102
967, 72 : 103
830, 72 : 107
439, 72 : 111
280, 72 : 114
957, 72 : 117
767, 72 : 126
490, 72 : 132
685, 72 : 145
530, 72 : 152
511, 72 : 161
369, 72 : 172
355, 72 : 174
74 : 747
74, 284 : 103
74, 767 : 104
237, 74 : 112
74, 369 : 113
685, 74 : 113
830, 74 : 117
74, 382 : 121
74, 664 : 122
439, 74 : 124
74, 530 : 145
693, 74 : 158
218, 74 : 225
230 : 756
230, 767 : 102
230, 355 : 103
721, 230 : 105
230, 141 : 105
830, 230 : 113
693, 230 : 131
230, 530 : 137
230, 369 : 140
146, 230 : 142
218, 230 : 155
664, 230 : 173
957, 664, 230 : 109
957, 664, 230, 284 : 106
664, 230, 284 : 119
957, 230 : 192
957, 230, 284 : 120
230, 284 : 213
919 : 758
721, 919 : 101
919, 723 : 105
146, 919 : 105
919, 767 : 111
919, 938 : 122
957, 919 : 128
919, 369 : 138
218, 919 : 147
176 : 760
284, 176 : 102
511, 176 : 104
796, 176 : 105
723, 176 : 122
420, 176 : 124
830, 176 : 126
439, 176 : 131
369, 176 : 135
957, 176 : 140
280, 176 : 147
146, 176 : 182
530, 176 : 188
237 : 773
237, 511 : 122
830, 237 : 125
237, 721 : 126
237, 767 : 127
685, 237 : 129
218, 237 : 133
237, 723 : 138
178, 237 : 144
237, 382 : 153
693, 237 : 167
237, 530 : 180
685 : 776
685, 830 : 103
685, 798 : 104
685, 938 : 106
685, 382 : 107
685, 767 : 108
685, 598 : 115
685, 146 : 119
685, 9 : 123
685, 369 : 154
218, 685 : 176
685, 693 : 188
685, 530 : 189
798 : 777
798, 141 : 100
664, 798 : 100
284, 798 : 102
798, 355 : 111
683, 798 : 114
957, 798 : 115
495, 798 : 126
218, 798 : 132
420, 798 : 140
798, 369 : 241
967 : 778
967, 490 : 105
967, 284 : 112
967, 355 : 115
562, 967 : 125
967, 796 : 125
967, 896 : 134
184, 967 : 136
967, 369 : 142
830, 967 : 145
967, 363 : 145
218, 967 : 162
511, 967 : 165
439, 967 : 169
967, 530 : 209
9 : 788
693, 9 : 101
896, 9 : 111
776, 9 : 115
420, 9 : 118
218, 9 : 121
9, 141 : 125
9, 355 : 132
9, 530 : 132
511, 9 : 141
9, 369 : 142
830, 9 : 147
796, 9 : 148
957, 9 : 155
184 : 798
184, 146 : 105
184, 141 : 108
184, 796 : 111
184, 721 : 117
184, 439 : 117
184, 767 : 117
184, 830 : 122
184, 205 : 127
184, 369 : 132
184, 420 : 142
184, 957 : 167
184, 562 : 217
184, 218 : 225
206 : 807
776, 206 : 100
683, 206 : 104
796, 206 : 105
562, 206 : 113
218, 206 : 121
439, 206 : 124
284, 206 : 126
830, 206 : 136
767, 206 : 146
723, 206 : 152
957, 206 : 165
369, 206 : 188
461 : 810
723, 461 : 101
382, 461 : 103
530, 461 : 104
461, 141 : 106
562, 461 : 113
280, 461 : 122
721, 461 : 126
796, 461 : 139
439, 461 : 146
218, 461 : 165
830, 461 : 182
420, 461 : 189
461, 369 : 195
178 : 817
178, 776 : 102
178, 530 : 104
863, 178 : 114
178, 382 : 114
178, 957 : 122
178, 369 : 134
178, 598 : 140
178, 141 : 177
178, 439 : 191
218, 178 : 216
495 : 820
495, 141 : 115
495, 420 : 116
495, 146 : 122
495, 615 : 136
218, 495 : 145
495, 530 : 147
495, 439 : 166
495, 776 : 177
495, 369 : 179
598 : 825
830, 598 : 101
420, 598 : 108
439, 598 : 109
957, 598 : 124
863, 598 : 132
598, 530 : 141
693, 598 : 145
598, 141 : 153
598, 369 : 174
218, 598 : 179
205 : 826
205, 369 : 101
205, 896 : 104
205, 490 : 106
205, 767 : 115
205, 615 : 115
205, 723 : 117
205, 830 : 122
205, 530 : 161
562, 205 : 188
218, 205 : 194
205, 420 : 223
382 : 831
439, 382 : 106
957, 382 : 115
796, 382 : 115
382, 141 : 117
896, 382 : 119
767, 382 : 121
382, 369 : 135
830, 382 : 157
218, 382 : 164
693, 382 : 185
693, 530, 382 : 110
530, 382 : 189
863 : 835
863, 938 : 103
863, 562 : 104
863, 721 : 104
863, 439 : 106
863, 146 : 117
863, 284 : 119
863, 355 : 119
863, 830 : 123
863, 530 : 133
863, 915 : 139
863, 957 : 140
863, 776 : 150
863, 693 : 154
863, 369 : 162
863, 420 : 164
863, 218 : 178
490 : 842
896, 490 : 106
683, 490 : 110
439, 490 : 116
490, 369 : 122
284, 490 : 125
146, 490 : 129
776, 490 : 130
957, 490 : 131
490, 530 : 135
218, 490 : 156
693, 490 : 177
664 : 844
830, 664 : 107
218, 664 : 108
664, 938 : 108
664, 723 : 109
439, 664 : 109
664, 721 : 109
664, 776 : 115
664, 767 : 130
664, 796 : 134
664, 369 : 144
664, 420 : 147
664, 530 : 169
664, 284 : 172
664, 957, 284 : 118
664, 957 : 186
693, 664 : 194
915 : 877
915, 721 : 101
830, 915 : 108
915, 938 : 110
915, 615 : 111
915, 511 : 111
915, 796 : 120
915, 776 : 123
915, 420 : 124
915, 767 : 125
915, 363 : 129
915, 957 : 133
915, 530 : 163
915, 369 : 173
218, 915 : 177
615 : 895
615, 767 : 101
615, 141 : 103
615, 721 : 108
615, 938 : 111
615, 363 : 112
693, 615 : 119
218, 615 : 120
439, 615 : 121
615, 355 : 123
830, 615 : 125
615, 776 : 133
615, 146 : 134
615, 420 : 147
615, 796 : 150
615, 511 : 157
615, 369 : 157
615, 530 : 214
884 : 920
957, 884 : 100
141, 884 : 105
830, 884 : 110
796, 884 : 110
562, 884 : 117
693, 884 : 121
767, 884 : 124
938, 884 : 124
420, 884 : 125
776, 884 : 154
369, 884 : 156
530, 884 : 165
218, 884 : 166
363 : 923
363, 530 : 101
896, 363 : 104
957, 363 : 107
280, 363 : 114
721, 363 : 115
420, 363 : 119
146, 363 : 122
511, 363 : 123
796, 363 : 127
830, 363 : 128
693, 363 : 131
723, 363 : 131
439, 363 : 134
363, 141 : 135
776, 363 : 136
363, 767 : 146
218, 363 : 151
363, 369 : 166
284, 363 : 176
796 : 989
796, 767 : 100
776, 796 : 102
796, 723 : 108
693, 796 : 115
796, 420 : 115
796, 530 : 115
796, 146 : 120
796, 957 : 138
218, 796 : 139
830, 796 : 146
796, 721 : 152
796, 284 : 163
562, 796 : 165
439, 796 : 214
796, 369 : 251
683 : 997
683, 530 : 100
683, 355 : 101
683, 420 : 104
683, 146 : 106
693, 683 : 108
562, 683 : 109
683, 957 : 114
683, 767 : 120
683, 284 : 132
218, 683 : 147
683, 369 : 164
439, 683 : 172
830, 683 : 189
683, 723 : 197
938 : 997
280, 938 : 100
439, 938 : 106
957, 938 : 109
693, 938 : 116
284, 938 : 118
511, 938 : 119
767, 938 : 123
721, 938 : 131
938, 141 : 132
218, 938 : 133
776, 938 : 134
723, 938 : 151
938, 369 : 158
830, 938 : 160
530, 938 : 183
146 : 1010
896, 146 : 113
693, 146 : 113
146, 355 : 114
439, 146 : 114
420, 146 : 115
830, 146 : 116
721, 146 : 117
146, 767 : 117
146, 284 : 119
776, 146 : 122
146, 369 : 154
146, 530 : 164
957, 146 : 170
218, 146 : 262
896 : 1018
562, 896 : 106
439, 896 : 111
896, 530 : 118
896, 141 : 139
896, 767 : 142
957, 896 : 150
420, 896 : 162
830, 896 : 179
218, 896 : 183
511, 896 : 186
896, 369 : 215
562 : 1018
562, 693 : 104
562, 776 : 104
562, 723 : 117
562, 767 : 123
562, 439 : 135
562, 355 : 138
562, 284 : 140
562, 721 : 147
562, 280 : 152
562, 530 : 155
562, 957 : 177
562, 830 : 179
562, 420 : 206
562, 218, 420 : 114
562, 369 : 225
562, 218 : 268
721 : 1023
693, 721 : 113
511, 721 : 113
218, 721 : 113
721, 767 : 123
439, 721 : 127
420, 721 : 134
721, 723 : 154
830, 721 : 154
721, 141 : 156
721, 369 : 173
957, 721 : 175
721, 530 : 177
141 : 1053
723, 141 : 117
280, 141 : 125
957, 141 : 131
693, 141 : 135
439, 141 : 138
776, 141 : 140
767, 141 : 148
355, 141 : 150
530, 141 : 177
511, 141 : 178
420, 141 : 203
830, 141 : 203
218, 141 : 217
369, 141 : 271
355 : 1057
284, 355 : 118
830, 355 : 122
693, 355 : 123
957, 355 : 142
369, 355 : 151
218, 355 : 156
280, 355 : 156
776, 355 : 166
723, 355 : 167
420, 355 : 167
767, 355 : 187
439, 355 : 219
511, 355 : 227
530, 355 : 285
280 : 1110
693, 280 : 111
280, 284 : 114
957, 280 : 115
511, 280 : 131
776, 280 : 135
830, 280 : 139
280, 723 : 154
280, 530 : 160
218, 280 : 187
420, 280 : 187
280, 767 : 191
439, 280 : 193
280, 369 : 234
776 : 1123
776, 723 : 108
776, 957 : 112
511, 776 : 112
439, 776 : 117
776, 530 : 138
776, 420 : 138
776, 767 : 155
776, 284 : 167
830, 776 : 175
693, 776 : 203
218, 776 : 204
776, 369 : 239
284 : 1138
284, 530 : 125
693, 284 : 149
420, 284 : 153
511, 284 : 161
723, 284 : 172
284, 767 : 174
439, 284 : 178
284, 369 : 208
830, 284 : 209
218, 284 : 234
957, 284 : 238
511 : 1146
511, 723 : 109
511, 957 : 118
439, 511 : 129
511, 420 : 141
693, 511 : 159
511, 369 : 163
511, 767 : 171
218, 511 : 178
830, 511 : 204
511, 530 : 242
767 : 1232
957, 767 : 130
420, 767 : 139
723, 767 : 142
830, 767 : 155
767, 369 : 168
439, 767 : 170
693, 767 : 194
530, 767 : 212
218, 767 : 228
723 : 1233
420, 723 : 123
693, 723 : 144
218, 723 : 192
957, 723 : 194
723, 530 : 203
723, 369 : 233
830, 723 : 235
439, 723 : 268
693 : 1269
693, 420 : 135
693, 957 : 150
693, 439 : 195
693, 830 : 204
218, 693 : 213
693, 369 : 248
693, 530 : 349
420 : 1277
420, 957 : 151
439, 420 : 178
830, 420 : 223
420, 530 : 241
420, 369 : 263
218, 420 : 296
439 : 1352
439, 530 : 174
439, 830 : 183
439, 957 : 195
218, 439 : 205
439, 369 : 227
957 : 1401
830, 957 : 157
218, 957 : 194
957, 530 : 214
957, 369 : 281
830 : 1463
218, 830 : 240
830, 530 : 247
830, 369 : 254
530 : 1647
218, 530 : 239
530, 369 : 270
218 : 1672
218, 369 : 248
369 : 1758
